performance_id,student_id,course_id,semester,attendance_score,participation_score,homework_score,behavior_score,total_performance_score,teacher_comments,learning_attitude,discipline
276,26,1,第一学期,76.6,56.6,50.4,94.6,69.5,课堂发言积极，思维活跃。,良好,优秀
277,26,2,第一学期,77.6,42.4,73.6,61.1,63.7,课堂发言积极，思维活跃。,良好,一般
278,26,3,第二学期,75.9,30.4,72.3,98.4,69.2,,较差,优秀
279,26,4,第二学期,84.5,33.7,74.2,87.5,70.0,作业完成认真，值得表扬。,较差,一般
280,26,5,第二学期,92.4,47.9,98.8,61.1,75.1,作业完成认真，值得表扬。,较差,优秀
281,26,6,第二学期,72.5,81.7,95.0,68.2,79.3,作业完成认真，值得表扬。,较差,优秀
282,26,7,第二学期,93.9,83.6,98.1,98.2,93.5,课堂发言积极，思维活跃。,良好,优秀
283,26,8,第一学期,83.3,,,72.8,73.0,课堂纪律良好，表现稳定。,良好,优秀
284,26,9,第二学期,79.2,75.2,70.2,72.4,74.2,学习进步明显，继续努力。,一般,优秀
285,26,10,第二学期,78.3,95.6,62.9,95.7,83.1,课堂纪律良好，表现稳定。,良好,优秀
286,26,13,第一学期,84.3,96.6,83.4,97.4,90.4,,一般,优秀
287,27,1,第一学期,83.6,86.2,55.7,99.4,81.2,学习态度认真，成绩稳步提升。,优秀,优秀
288,27,2,第一学期,76.5,,80.7,95.6,82.1,需要加强课堂参与度。,较差,优秀
289,27,3,第一学期,77.2,,59.1,85.5,74.5,课堂表现良好，积极参与讨论。,一般,一般
290,27,4,第一学期,73.8,44.0,90.0,62.1,67.5,课堂发言积极，思维活跃。,良好,优秀
291,27,5,第二学期,82.8,65.7,89.7,98.6,84.2,课堂表现良好，积极参与讨论。,较差,优秀
292,27,6,第一学期,86.2,45.1,58.7,79.3,67.3,,优秀,一般
293,27,7,第一学期,84.5,56.5,,87.8,70.3,学习态度认真，成绩稳步提升。,优秀,良好
294,27,8,第二学期,87.3,76.0,88.7,76.9,82.2,学习态度认真，成绩稳步提升。,较差,优秀
295,27,9,第二学期,89.1,40.0,68.0,61.2,64.6,课堂纪律良好，表现稳定。,良好,良好
296,27,10,第一学期,80.5,46.6,75.3,73.9,69.1,课堂纪律良好，表现稳定。,一般,良好
297,27,13,第一学期,81.3,92.6,98.2,88.4,90.1,课堂发言积极，思维活跃。,良好,优秀
298,28,1,第二学期,79.6,70.6,64.8,97.9,78.2,课堂纪律良好，表现稳定。,一般,优秀
299,28,2,第一学期,71.7,44.6,95.9,61.7,68.5,学习态度认真，成绩稳步提升。,较差,优秀
300,28,3,第一学期,87.9,88.9,70.1,76.5,80.8,学习进步明显，继续努力。,优秀,良好
301,28,4,第二学期,73.3,43.7,,94.9,70.8,,一般,一般
302,28,5,第一学期,97.8,37.8,72.7,92.5,75.2,需要加强课堂参与度。,良好,一般
303,28,6,第一学期,77.8,62.0,97.2,79.2,79.0,作业完成认真，值得表扬。,良好,良好
304,28,7,第二学期,97.1,72.6,69.0,94.8,83.4,课堂发言积极，思维活跃。,一般,优秀
305,28,8,第二学期,81.3,,60.6,98.0,78.5,课堂发言积极，思维活跃。,一般,一般
306,28,9,第一学期,90.6,31.0,90.9,78.4,72.7,学习进步明显，继续努力。,较差,优秀
307,28,10,第二学期,78.9,97.3,79.2,83.1,84.6,课堂发言积极，思维活跃。,优秀,优秀
308,28,13,第一学期,85.6,83.1,87.7,73.1,82.4,学习态度认真，成绩稳步提升。,较差,优秀
309,29,1,第一学期,96.4,90.5,68.3,68.9,81.0,课堂纪律良好，表现稳定。,优秀,优秀
310,29,2,第二学期,87.5,,66.8,70.6,73.7,课堂表现良好，积极参与讨论。,优秀,优秀
311,29,3,第一学期,77.1,60.2,63.6,65.2,66.5,课堂发言积极，思维活跃。,优秀,优秀
312,29,4,第二学期,98.3,98.1,51.8,84.8,83.2,课堂发言积极，思维活跃。,良好,一般
313,29,5,第二学期,81.4,,73.8,81.0,73.7,需要提高作业质量。,良好,良好
314,29,6,第二学期,71.5,97.9,88.3,97.7,88.8,学习进步明显，继续努力。,一般,良好
315,29,7,第一学期,98.9,43.1,70.1,98.9,77.8,学习进步明显，继续努力。,优秀,一般
316,29,8,第一学期,99.1,46.2,76.4,79.2,75.2,,良好,优秀
317,29,9,第二学期,71.0,96.5,83.9,75.1,81.6,需要加强课堂参与度。,较差,良好
318,29,10,第二学期,70.9,86.9,51.8,76.3,71.5,需要加强课堂参与度。,良好,一般
319,29,13,第二学期,89.9,,96.2,66.3,73.0,作业完成认真，值得表扬。,良好,优秀
320,30,1,第二学期,82.6,81.8,51.9,71.4,71.9,学习态度认真，成绩稳步提升。,较差,良好
321,30,2,第二学期,90.0,54.0,,86.6,72.2,课堂表现良好，积极参与讨论。,良好,优秀
322,30,3,第二学期,73.0,56.9,82.9,82.6,73.8,需要加强课堂参与度。,优秀,优秀
323,30,4,第二学期,96.3,69.5,66.2,67.1,74.8,课堂表现良好，积极参与讨论。,良好,一般
324,30,5,第一学期,89.8,57.7,63.1,64.2,68.7,需要提高作业质量。,优秀,良好
325,30,6,第二学期,73.8,38.5,50.6,97.1,65.0,需要提高作业质量。,优秀,一般
326,30,7,第一学期,90.0,67.4,76.7,69.6,75.9,作业完成认真，值得表扬。,较差,良好
327,30,8,第二学期,80.0,99.8,78.6,88.0,86.6,需要加强课堂参与度。,良好,优秀
328,30,9,第二学期,89.0,,57.9,73.5,74.9,需要加强课堂参与度。,优秀,一般
329,30,10,第一学期,83.0,56.0,73.8,99.4,78.1,作业完成认真，值得表扬。,较差,优秀
330,30,13,第一学期,79.4,41.2,52.8,85.3,64.7,需要加强课堂参与度。,较差,优秀
331,31,1,第一学期,93.5,,65.9,80.5,75.5,学习进步明显，继续努力。,良好,一般
332,31,2,第一学期,75.6,66.2,83.1,77.1,75.5,课堂表现良好，积极参与讨论。,较差,一般
333,31,3,第一学期,70.1,83.1,75.3,87.6,79.0,需要加强课堂参与度。,良好,一般
334,31,4,第一学期,91.3,40.3,94.6,93.1,79.8,作业完成认真，值得表扬。,良好,优秀
335,31,5,第一学期,74.8,90.7,82.6,77.8,81.5,学习进步明显，继续努力。,优秀,优秀
336,31,6,第一学期,96.4,86.2,78.3,99.6,90.1,课堂发言积极，思维活跃。,一般,优秀
337,31,7,第一学期,93.1,69.6,85.4,93.3,85.3,课堂纪律良好，表现稳定。,良好,一般
338,31,8,第一学期,92.7,40.0,98.7,94.3,81.4,课堂发言积极，思维活跃。,一般,优秀
339,31,9,第一学期,82.7,34.6,60.5,93.5,67.8,作业完成认真，值得表扬。,优秀,优秀
340,31,10,第二学期,95.0,52.5,59.2,63.9,67.6,,较差,优秀
341,31,13,第一学期,90.2,51.9,86.2,97.7,81.5,学习进步明显，继续努力。,优秀,一般
342,32,1,第一学期,87.9,77.8,,80.3,77.1,课堂发言积极，思维活跃。,较差,良好
343,32,2,第二学期,73.4,57.3,92.4,64.7,72.0,需要加强课堂参与度。,优秀,一般
344,32,3,第二学期,81.2,,55.3,97.6,70.8,课堂纪律良好，表现稳定。,良好,优秀
345,32,4,第一学期,96.8,91.7,98.0,93.5,95.0,需要提高作业质量。,良好,优秀
346,32,5,第二学期,94.7,32.3,63.4,91.1,70.4,学习态度认真，成绩稳步提升。,优秀,一般
347,32,6,第一学期,95.6,76.8,96.2,68.8,84.3,课堂发言积极，思维活跃。,一般,优秀
348,32,7,第一学期,84.0,31.5,79.6,89.8,71.2,学习进步明显，继续努力。,优秀,一般
349,32,8,第二学期,78.6,,54.3,93.2,75.8,学习态度认真，成绩稳步提升。,良好,一般
350,32,9,第一学期,70.5,73.6,66.5,86.2,74.2,课堂发言积极，思维活跃。,良好,优秀
351,32,10,第一学期,87.0,36.6,67.1,71.6,65.6,课堂纪律良好，表现稳定。,较差,优秀
352,32,13,第二学期,99.6,48.8,87.8,90.9,81.8,课堂纪律良好，表现稳定。,良好,优秀
353,33,1,第二学期,79.1,78.3,87.5,92.4,84.3,课堂表现良好，积极参与讨论。,良好,优秀
354,33,2,第一学期,78.4,59.7,63.2,91.8,73.3,课堂纪律良好，表现稳定。,良好,优秀
355,33,3,第二学期,74.2,86.1,96.7,89.7,86.7,需要加强课堂参与度。,良好,优秀
356,33,4,第二学期,93.1,39.4,100.0,99.5,83.0,课堂纪律良好，表现稳定。,良好,良好
357,33,5,第一学期,79.5,72.0,72.6,79.2,75.8,需要加强课堂参与度。,良好,优秀
358,33,6,第二学期,97.8,95.9,86.9,73.6,88.6,需要提高作业质量。,优秀,优秀
359,33,7,第一学期,96.2,79.9,62.7,89.0,82.0,学习态度认真，成绩稳步提升。,一般,良好
360,33,8,第二学期,80.4,90.9,56.2,90.1,79.4,课堂发言积极，思维活跃。,良好,一般
361,33,9,第一学期,73.7,65.3,88.7,67.2,73.7,课堂纪律良好，表现稳定。,良好,优秀
362,33,10,第二学期,84.1,80.5,58.7,85.8,77.3,课堂表现良好，积极参与讨论。,良好,优秀
363,33,13,第二学期,82.2,84.1,54.4,92.7,78.4,课堂表现良好，积极参与讨论。,优秀,一般
364,34,1,第二学期,92.1,92.4,72.3,63.0,80.0,学习态度认真，成绩稳步提升。,优秀,优秀
365,34,2,第一学期,97.0,83.6,96.7,77.8,88.8,课堂表现良好，积极参与讨论。,较差,优秀
366,34,3,第二学期,76.5,34.3,76.7,82.8,67.6,需要提高作业质量。,良好,一般
367,34,4,第一学期,97.5,97.8,51.3,91.4,84.5,课堂发言积极，思维活跃。,一般,优秀
368,34,5,第一学期,79.9,69.3,92.9,84.2,81.6,需要加强课堂参与度。,良好,优秀
369,34,6,第一学期,99.3,32.4,74.7,79.6,71.5,学习进步明显，继续努力。,良好,一般
370,34,7,第一学期,99.8,72.6,98.1,82.6,88.3,学习进步明显，继续努力。,优秀,一般
371,34,8,第二学期,90.5,39.4,,72.5,68.8,课堂表现良好，积极参与讨论。,良好,良好
372,34,9,第一学期,98.3,57.1,78.9,68.2,75.6,学习进步明显，继续努力。,优秀,良好
373,34,10,第一学期,99.3,44.7,69.5,92.2,76.4,学习进步明显，继续努力。,一般,良好
374,34,13,第二学期,94.1,73.8,,93.1,79.3,需要加强课堂参与度。,较差,一般
375,35,1,第二学期,80.2,76.4,62.1,90.9,77.4,作业完成认真，值得表扬。,良好,优秀
376,35,2,第一学期,94.0,45.7,56.4,70.9,66.8,作业完成认真，值得表扬。,优秀,优秀
377,35,3,第一学期,87.5,43.6,,75.0,65.3,课堂发言积极，思维活跃。,良好,一般
378,35,4,第一学期,87.8,87.9,50.9,82.5,77.3,课堂发言积极，思维活跃。,一般,优秀
379,35,5,第二学期,90.6,40.0,56.1,76.4,65.8,学习态度认真，成绩稳步提升。,优秀,优秀
380,35,6,第二学期,83.9,90.8,73.2,92.5,85.1,课堂表现良好，积极参与讨论。,良好,优秀
381,35,7,第一学期,90.7,64.8,72.4,87.5,78.8,作业完成认真，值得表扬。,一般,一般
382,35,8,第一学期,87.5,41.2,73.5,73.8,69.0,需要加强课堂参与度。,良好,优秀
383,35,9,第二学期,74.5,79.3,63.5,99.7,79.2,课堂发言积极，思维活跃。,良好,优秀
384,35,10,第一学期,88.1,52.3,88.6,67.6,74.1,需要加强课堂参与度。,良好,优秀
385,35,13,第一学期,95.3,83.4,,64.5,83.2,学习进步明显，继续努力。,一般,良好
386,36,1,第一学期,92.4,77.7,95.5,68.9,83.6,需要加强课堂参与度。,较差,一般
387,36,2,第二学期,99.9,69.0,70.8,94.1,83.4,课堂发言积极，思维活跃。,优秀,优秀
388,36,3,第二学期,89.0,45.5,70.8,73.6,69.7,学习态度认真，成绩稳步提升。,优秀,优秀
389,36,4,第一学期,96.4,71.2,57.3,82.5,76.9,学习态度认真，成绩稳步提升。,一般,良好
390,36,5,第二学期,88.0,80.7,54.2,81.9,76.2,作业完成认真，值得表扬。,一般,一般
391,36,6,第一学期,96.9,72.8,85.7,70.0,81.3,学习态度认真，成绩稳步提升。,良好,优秀
392,36,7,第一学期,83.7,57.5,97.2,82.9,80.3,,良好,良好
393,36,8,第一学期,91.5,,81.7,66.7,84.5,需要加强课堂参与度。,一般,优秀
394,36,9,第二学期,78.1,73.3,93.2,68.3,78.2,课堂发言积极，思维活跃。,良好,优秀
395,36,10,第一学期,84.5,73.3,55.6,76.6,72.5,学习进步明显，继续努力。,良好,优秀
396,36,13,第一学期,75.0,90.4,92.8,60.2,79.6,课堂纪律良好，表现稳定。,良好,一般
397,37,1,第二学期,89.4,73.0,79.3,82.8,81.1,学习态度认真，成绩稳步提升。,良好,一般
398,37,2,第二学期,98.0,50.3,85.1,90.9,81.1,课堂发言积极，思维活跃。,良好,一般
399,37,3,第二学期,74.4,61.5,96.6,64.2,74.2,学习进步明显，继续努力。,良好,优秀
400,37,4,第一学期,75.0,78.9,97.2,91.3,85.6,需要提高作业质量。,优秀,优秀
401,37,5,第一学期,89.4,63.9,85.3,80.1,79.7,需要加强课堂参与度。,一般,一般
402,37,6,第一学期,80.2,63.3,91.7,61.0,74.0,需要加强课堂参与度。,较差,良好
403,37,7,第二学期,85.7,59.8,96.2,99.8,85.4,学习态度认真，成绩稳步提升。,良好,一般
404,37,8,第一学期,78.5,34.8,94.5,88.1,74.0,,一般,良好
405,37,9,第二学期,90.1,30.2,,74.5,67.9,需要提高作业质量。,良好,优秀
406,37,10,第一学期,97.7,72.5,97.7,68.7,84.1,课堂发言积极，思维活跃。,优秀,优秀
407,37,13,第一学期,82.4,89.1,81.0,97.4,87.5,需要提高作业质量。,良好,一般
408,38,1,第二学期,95.4,,94.7,80.0,85.3,需要加强课堂参与度。,优秀,优秀
409,38,2,第二学期,99.7,69.4,56.3,66.8,73.1,学习态度认真，成绩稳步提升。,较差,一般
410,38,3,第二学期,94.7,74.8,54.8,60.5,71.2,,优秀,一般
411,38,4,第二学期,73.5,61.7,94.8,69.7,74.9,需要加强课堂参与度。,较差,良好
412,38,5,第一学期,79.7,98.8,93.1,95.3,91.7,课堂发言积极，思维活跃。,良好,良好
413,38,6,第二学期,80.4,40.2,67.9,67.8,64.1,课堂发言积极，思维活跃。,优秀,优秀
414,38,7,第一学期,78.4,94.1,68.5,98.7,84.9,课堂表现良好，积极参与讨论。,较差,良好
415,38,8,第一学期,82.6,61.6,51.4,86.1,70.4,学习进步明显，继续努力。,较差,良好
416,38,9,第一学期,71.8,61.5,51.2,77.1,65.4,作业完成认真，值得表扬。,良好,优秀
417,38,10,第二学期,90.3,72.2,56.8,87.1,76.6,课堂发言积极，思维活跃。,优秀,优秀
418,38,13,第二学期,77.9,78.6,88.4,74.8,79.9,需要提高作业质量。,良好,优秀
419,39,1,第一学期,99.7,51.2,89.3,86.7,81.7,作业完成认真，值得表扬。,良好,优秀
420,39,2,第一学期,89.9,70.4,96.5,71.5,82.1,需要加强课堂参与度。,良好,优秀
421,39,3,第一学期,86.0,63.9,80.1,67.1,74.3,课堂纪律良好，表现稳定。,良好,一般
422,39,4,第二学期,70.8,72.8,93.3,61.5,74.6,学习进步明显，继续努力。,一般,优秀
423,39,5,第一学期,90.4,50.0,84.5,90.8,78.9,课堂表现良好，积极参与讨论。,良好,一般
424,39,6,第一学期,81.4,49.9,51.3,72.0,63.7,作业完成认真，值得表扬。,优秀,一般
425,39,7,第一学期,89.3,55.8,90.2,83.7,79.8,学习进步明显，继续努力。,一般,良好
426,39,8,第二学期,77.6,37.9,94.9,80.0,72.6,需要提高作业质量。,优秀,优秀
427,39,9,第二学期,72.3,73.9,81.2,76.9,76.1,学习态度认真，成绩稳步提升。,一般,良好
428,39,10,第一学期,83.6,81.9,93.2,85.4,86.0,课堂表现良好，积极参与讨论。,较差,良好
429,39,13,第一学期,98.7,53.0,81.5,96.6,82.4,课堂纪律良好，表现稳定。,良好,一般
430,40,1,第二学期,98.7,77.1,64.7,73.2,78.4,课堂表现良好，积极参与讨论。,较差,优秀
431,40,2,第二学期,95.8,44.1,53.1,76.8,67.5,需要提高作业质量。,优秀,优秀
432,40,3,第二学期,94.4,99.6,90.0,82.8,91.7,课堂表现良好，积极参与讨论。,良好,优秀
433,40,4,第二学期,75.8,95.9,83.2,77.6,83.1,需要加强课堂参与度。,优秀,一般
434,40,5,第一学期,86.4,85.3,56.6,89.0,79.3,,良好,优秀
435,40,6,第一学期,92.7,56.7,89.4,60.3,74.8,学习态度认真，成绩稳步提升。,一般,一般
436,40,7,第一学期,86.5,30.6,58.5,70.1,61.4,学习态度认真，成绩稳步提升。,良好,优秀
437,40,8,第一学期,88.8,35.8,88.4,62.9,69.0,需要加强课堂参与度。,一般,优秀
438,40,9,第一学期,70.8,80.1,73.3,62.6,71.7,需要提高作业质量。,一般,一般
439,40,10,第一学期,97.5,92.0,65.8,91.2,86.6,作业完成认真，值得表扬。,较差,优秀
440,40,13,第一学期,79.3,,60.5,69.2,65.3,作业完成认真，值得表扬。,优秀,优秀
441,41,1,第一学期,95.3,98.5,83.4,60.7,84.5,课堂发言积极，思维活跃。,一般,优秀
442,41,2,第二学期,95.9,93.7,51.9,96.3,84.5,,优秀,一般
443,41,3,第二学期,80.1,72.0,85.9,99.6,84.4,,一般,优秀
444,41,4,第一学期,88.5,67.3,66.4,93.0,78.8,作业完成认真，值得表扬。,优秀,一般
445,41,5,第二学期,87.2,80.7,96.8,97.9,90.7,课堂表现良好，积极参与讨论。,良好,良好
446,41,6,第一学期,87.8,59.2,59.7,87.2,73.5,课堂表现良好，积极参与讨论。,较差,良好
447,41,7,第一学期,85.3,71.4,54.5,79.8,72.8,需要提高作业质量。,良好,优秀
448,41,8,第一学期,95.3,88.9,60.1,64.2,77.1,课堂纪律良好，表现稳定。,一般,一般
449,41,9,第二学期,77.9,44.6,90.8,78.2,72.9,,良好,良好
450,41,10,第一学期,80.4,50.0,92.9,75.1,74.6,需要提高作业质量。,一般,良好
451,41,13,第二学期,86.5,36.9,70.0,64.1,64.4,需要加强课堂参与度。,良好,优秀
452,42,1,第一学期,70.8,73.3,58.1,98.0,75.0,需要加强课堂参与度。,较差,优秀
453,42,2,第二学期,85.6,89.1,56.6,73.7,76.2,学习进步明显，继续努力。,一般,良好
454,42,3,第二学期,84.4,56.5,68.4,95.4,76.2,课堂发言积极，思维活跃。,良好,一般
455,42,4,第一学期,97.4,67.6,91.1,63.3,79.9,学习态度认真，成绩稳步提升。,良好,良好
456,42,5,第二学期,83.4,89.3,91.8,82.4,86.7,学习进步明显，继续努力。,较差,良好
457,42,6,第一学期,88.6,53.5,70.9,81.7,73.7,,优秀,优秀
458,42,7,第一学期,84.4,74.1,74.5,86.6,79.9,需要加强课堂参与度。,较差,优秀
459,42,8,第一学期,70.3,80.8,60.3,75.9,71.8,课堂发言积极，思维活跃。,一般,优秀
460,42,9,第二学期,80.5,95.4,53.8,62.5,73.0,需要加强课堂参与度。,优秀,良好
461,42,10,第一学期,86.4,74.0,82.0,84.0,81.6,作业完成认真，值得表扬。,优秀,优秀
462,42,13,第一学期,83.9,31.0,59.5,71.6,61.5,需要提高作业质量。,良好,一般
463,43,1,第一学期,73.8,,57.3,63.2,72.5,课堂发言积极，思维活跃。,一般,优秀
464,43,2,第一学期,89.8,60.3,74.0,92.4,79.1,课堂发言积极，思维活跃。,良好,优秀
465,43,3,第一学期,71.2,45.0,80.1,86.0,70.6,学习进步明显，继续努力。,优秀,一般
466,43,4,第一学期,88.0,66.7,81.5,95.0,82.8,学习进步明显，继续努力。,一般,良好
467,43,5,第二学期,82.3,51.2,77.5,65.8,69.2,需要提高作业质量。,良好,优秀
468,43,6,第二学期,78.9,,90.7,99.1,78.2,课堂表现良好，积极参与讨论。,良好,一般
469,43,7,第一学期,99.1,98.5,86.6,62.6,86.7,作业完成认真，值得表扬。,较差,一般
470,43,8,第一学期,95.0,33.0,71.7,88.8,72.1,学习态度认真，成绩稳步提升。,一般,一般
471,43,9,第二学期,78.0,55.1,79.2,85.8,74.5,课堂表现良好，积极参与讨论。,较差,优秀
472,43,10,第二学期,72.5,98.8,95.5,60.8,81.9,学习态度认真，成绩稳步提升。,良好,一般
473,43,13,第二学期,98.3,68.8,88.9,99.1,88.8,作业完成认真，值得表扬。,良好,良好
474,44,1,第一学期,71.6,76.5,,95.4,82.3,需要加强课堂参与度。,较差,良好
475,44,2,第一学期,92.7,93.2,65.2,62.0,78.3,课堂发言积极，思维活跃。,一般,优秀
476,44,3,第一学期,75.9,61.6,85.0,75.7,74.5,学习态度认真，成绩稳步提升。,良好,优秀
477,44,4,第一学期,82.5,80.0,94.3,88.5,86.3,需要加强课堂参与度。,较差,一般
