grade_id,student_id,course_id,semester,academic_year,midterm_score,final_score,usual_score,total_score,grade_level,ranking,teacher_id
334,34,5,第一学期,2024-2025,63.4,62.8,82.4,69.5,及格,52.0,3
335,34,11,第二学期,2024-2025,79.4,51.8,93.2,74.8,中等,25.0,3
336,34,9,第一学期,2023-2024,68.0,69.3,61.7,66.3,及格,,3
337,34,13,第二学期,2024-2025,67.6,90.3,66.5,74.8,中等,152.0,3
338,34,3,第二学期,2023-2024,50.5,97.2,94.9,80.9,良好,492.0,3
339,34,12,第一学期,2024-2025,93.3,49.6,63.8,68.9,及格,,3
340,35,6,第一学期,2023-2024,85.5,90.9,68.1,81.5,良好,457.0,3
341,35,2,第一学期,2024-2025,65.5,52.4,73.4,63.8,,84.0,3
342,35,8,第一学期,2023-2024,65.4,63.2,54.3,61.0,及格,205.0,3
343,35,12,第一学期,2023-2024,45.1,72.6,94.2,70.6,中等,471.0,3
344,35,4,第二学期,2024-2025,45.4,86.4,72.8,68.2,,239.0,3
345,35,9,第一学期,2023-2024,,90.2,99.5,87.9,良好,415.0,3
346,35,7,第二学期,2024-2025,63.8,65.9,95.8,75.2,中等,106.0,3
347,35,13,第二学期,2024-2025,68.1,64.1,92.5,74.9,中等,163.0,3
348,35,5,第一学期,2024-2025,64.3,52.2,87.1,67.9,及格,457.0,3
349,35,3,第二学期,2024-2025,69.7,73.0,54.6,65.8,及格,234.0,3
350,36,11,第一学期,2024-2025,90.1,,89.2,75.2,中等,210.0,3
351,36,8,第二学期,2023-2024,84.5,80.1,76.0,80.2,良好,286.0,3
352,36,1,第二学期,2023-2024,52.9,84.4,78.3,71.9,中等,475.0,3
353,36,2,第一学期,2023-2024,63.3,82.6,91.5,79.1,中等,85.0,3
354,36,3,第二学期,2023-2024,74.8,77.9,50.9,67.9,及格,,3
355,36,12,第一学期,2023-2024,88.2,81.6,53.4,74.4,中等,353.0,3
356,36,4,第一学期,2023-2024,58.7,48.8,59.7,55.7,不及格,7.0,3
357,36,13,第二学期,2023-2024,97.2,48.3,71.1,72.2,中等,126.0,3
358,37,10,第二学期,2023-2024,54.4,77.5,83.0,71.6,中等,384.0,3
359,37,11,第一学期,2024-2025,78.5,88.8,,87.2,良好,303.0,3
360,37,8,第一学期,2023-2024,97.2,76.1,98.4,90.6,优秀,227.0,3
361,37,4,第一学期,2024-2025,46.2,66.4,68.5,60.4,及格,167.0,3
362,37,2,第一学期,2024-2025,45.8,75.0,50.2,57.0,不及格,354.0,3
363,37,9,第一学期,2024-2025,81.7,88.1,69.0,79.6,中等,320.0,3
364,37,12,第二学期,2023-2024,,48.3,96.1,71.6,中等,357.0,3
365,37,1,第一学期,2023-2024,91.0,89.7,69.4,83.4,良好,363.0,3
366,37,5,第一学期,2024-2025,91.6,53.9,62.5,69.3,及格,103.0,3
367,37,13,第二学期,2023-2024,,67.6,74.0,65.4,及格,388.0,3
368,37,7,第一学期,2023-2024,88.1,49.0,85.3,74.1,中等,125.0,3
369,38,12,第一学期,2023-2024,67.8,70.1,87.1,75.0,中等,460.0,3
370,38,1,第一学期,2024-2025,75.6,49.6,92.4,72.5,中等,97.0,3
371,38,3,第二学期,2023-2024,,,96.4,69.2,及格,237.0,3
372,38,8,第一学期,2023-2024,78.5,97.0,75.9,83.8,良好,385.0,3
373,38,6,第二学期,2023-2024,91.0,60.7,62.0,71.2,中等,299.0,3
374,38,5,第二学期,2023-2024,63.6,88.6,84.8,79.0,中等,362.0,3
375,38,2,第一学期,2024-2025,71.3,80.0,66.3,72.5,中等,392.0,3
376,38,11,第一学期,2024-2025,60.3,48.9,58.2,55.8,不及格,457.0,3
377,38,7,第二学期,2023-2024,57.6,67.1,74.8,66.5,及格,138.0,3
378,39,6,第一学期,2023-2024,96.9,90.3,71.6,86.3,良好,117.0,3
379,39,4,第一学期,2024-2025,78.6,50.4,92.5,73.8,中等,244.0,3
380,39,5,第一学期,2023-2024,,94.9,56.4,74.6,中等,217.0,3
381,39,10,第一学期,2024-2025,79.9,57.6,69.3,68.9,及格,148.0,3
382,39,11,第二学期,2024-2025,79.1,74.4,82.7,78.7,中等,69.0,3
383,39,12,第一学期,2023-2024,73.8,80.2,77.4,77.1,中等,1.0,3
384,39,8,第二学期,2024-2025,80.4,89.9,57.3,75.9,中等,6.0,3
385,39,3,第一学期,2023-2024,75.8,62.4,78.4,72.2,中等,155.0,3
386,40,8,第一学期,2024-2025,54.4,85.1,53.2,64.2,及格,111.0,3
387,40,13,第一学期,2024-2025,71.9,65.6,81.7,73.1,中等,277.0,3
388,40,6,第一学期,2023-2024,92.9,47.5,95.0,78.5,中等,396.0,3
389,40,7,第二学期,2023-2024,58.6,64.1,62.7,61.8,及格,400.0,3
390,40,2,第一学期,2023-2024,45.3,59.2,61.7,55.4,不及格,188.0,3
391,40,11,第二学期,2023-2024,93.9,88.9,98.2,93.7,优秀,322.0,3
392,40,10,第一学期,2024-2025,50.7,52.1,96.7,66.5,及格,192.0,3
393,40,9,第二学期,2024-2025,55.9,81.8,98.4,78.7,中等,16.0,3
394,40,4,第一学期,2024-2025,87.9,91.0,70.9,83.3,良好,492.0,3
395,41,1,第二学期,2023-2024,89.1,79.3,93.0,87.1,良好,96.0,3
396,41,10,第二学期,2024-2025,72.3,79.7,94.9,82.3,良好,60.0,3
397,41,12,第二学期,2024-2025,91.8,70.5,54.6,72.3,中等,194.0,3
398,41,11,第二学期,2023-2024,56.9,94.0,87.4,79.4,中等,187.0,3
399,41,4,第一学期,2023-2024,55.2,61.8,53.5,56.8,不及格,343.0,3
400,41,5,第一学期,2023-2024,61.5,46.5,96.4,68.1,及格,262.0,3
401,41,9,第一学期,2023-2024,92.5,51.0,66.4,70.0,中等,44.0,3
402,41,7,第一学期,2024-2025,64.0,76.5,,75.1,中等,52.0,3
403,41,8,第二学期,2024-2025,70.6,78.4,,71.6,中等,16.0,3
404,42,2,第一学期,2024-2025,96.1,82.0,50.1,76.1,中等,318.0,3
405,42,1,第一学期,2023-2024,72.8,92.2,97.7,87.6,良好,39.0,3
406,42,4,第二学期,2023-2024,59.0,58.9,91.2,69.7,及格,,3
407,42,10,第二学期,2024-2025,46.1,46.0,67.6,53.2,不及格,225.0,3
408,42,11,第二学期,2023-2024,85.7,69.0,89.8,81.5,良好,475.0,3
409,42,12,第一学期,2023-2024,62.1,48.7,78.0,62.9,及格,34.0,3
410,42,5,第一学期,2023-2024,84.6,82.4,55.1,74.0,中等,47.0,3
411,42,9,第一学期,2024-2025,64.5,88.2,63.4,72.0,中等,285.0,3
412,43,4,第二学期,2023-2024,53.5,52.3,87.9,64.6,及格,414.0,3
413,43,6,第二学期,2024-2025,68.5,89.9,93.7,84.0,良好,293.0,3
414,43,12,第一学期,2023-2024,88.0,63.9,67.0,73.0,中等,447.0,3
415,43,3,第二学期,2023-2024,78.5,69.9,52.4,66.9,及格,262.0,3
416,43,2,第一学期,2024-2025,57.0,59.6,50.5,55.7,不及格,475.0,3
417,43,11,第一学期,2024-2025,71.2,93.2,88.7,84.4,,442.0,3
418,43,13,第二学期,2024-2025,46.8,82.5,55.8,61.7,及格,,3
419,43,1,第二学期,2023-2024,,52.1,73.3,58.4,不及格,91.0,3
420,44,7,第二学期,2023-2024,97.4,72.9,63.5,77.9,中等,306.0,3
421,44,2,第一学期,2024-2025,82.3,82.1,97.7,87.4,良好,366.0,3
422,44,5,第二学期,2024-2025,81.6,68.3,68.0,72.6,中等,108.0,3
423,44,10,第一学期,2023-2024,89.0,54.5,50.8,64.8,及格,221.0,3
424,44,8,第一学期,2024-2025,53.2,60.8,91.5,68.5,及格,200.0,3
425,44,4,第一学期,2024-2025,46.1,58.4,57.7,54.1,不及格,13.0,3
426,44,1,第一学期,2023-2024,84.4,53.1,72.4,70.0,中等,328.0,3
427,44,13,第一学期,2023-2024,46.9,85.0,65.8,65.9,及格,,3
428,45,11,第二学期,2024-2025,67.5,96.1,58.2,73.9,,421.0,3
429,45,7,第一学期,2024-2025,72.5,49.2,74.8,65.5,及格,84.0,3
430,45,4,第一学期,2023-2024,80.6,90.6,80.2,83.8,良好,265.0,3
431,45,3,第二学期,2024-2025,64.1,,80.4,77.8,中等,494.0,3
432,45,5,第一学期,2024-2025,73.4,87.3,62.6,74.4,中等,301.0,3
433,45,6,第二学期,2024-2025,59.7,93.5,92.2,81.8,良好,24.0,3
434,45,8,第一学期,2024-2025,96.9,84.5,72.9,84.8,良好,274.0,3
435,45,1,第一学期,2023-2024,45.9,82.8,53.8,60.8,及格,484.0,3
436,46,13,第一学期,2023-2024,76.5,79.5,72.3,76.1,中等,32.0,3
437,46,6,第一学期,2023-2024,66.0,70.4,50.4,62.3,及格,139.0,3
438,46,5,第二学期,2023-2024,47.1,85.9,64.3,65.8,及格,135.0,3
439,46,7,第二学期,2023-2024,56.3,61.8,74.8,64.3,及格,257.0,3
440,46,2,第二学期,2024-2025,78.3,82.3,99.6,86.7,良好,352.0,3
441,46,4,第一学期,2024-2025,55.7,75.0,91.8,74.2,中等,421.0,3
442,46,8,第一学期,2023-2024,53.1,93.9,69.2,72.1,中等,95.0,3
443,46,9,第一学期,2024-2025,87.2,52.9,56.1,65.4,及格,,3
444,46,10,第二学期,2024-2025,45.8,,52.7,54.2,不及格,33.0,3
445,46,11,第二学期,2024-2025,90.5,63.7,70.7,75.0,,246.0,3
446,46,3,第二学期,2024-2025,94.7,63.0,65.1,74.3,中等,462.0,3
447,47,8,第一学期,2023-2024,52.5,81.9,79.5,71.3,中等,306.0,3
448,47,2,第二学期,2023-2024,58.6,65.7,69.1,64.5,及格,,3
449,47,6,第二学期,2024-2025,82.2,85.0,86.5,84.6,良好,171.0,3
450,47,5,第一学期,2024-2025,60.3,93.2,58.6,70.7,中等,488.0,3
451,47,11,第一学期,2024-2025,69.6,,85.5,70.8,中等,345.0,3
452,47,10,第一学期,2024-2025,65.8,84.1,56.6,68.8,及格,209.0,3
453,47,3,第二学期,2024-2025,80.5,,99.7,86.5,良好,407.0,3
454,47,9,第一学期,2024-2025,94.2,76.5,98.5,89.7,良好,54.0,3
455,48,11,第二学期,2023-2024,,82.9,59.6,73.6,中等,246.0,3
456,48,7,第一学期,2024-2025,72.1,,93.5,78.4,中等,308.0,3
457,48,9,第一学期,2024-2025,,60.2,67.2,64.3,及格,44.0,3
458,48,5,第二学期,2024-2025,71.3,65.3,73.1,69.9,及格,459.0,3
459,48,12,第二学期,2023-2024,65.1,50.7,90.5,68.8,及格,,3
460,48,1,第二学期,2024-2025,45.1,71.5,50.4,55.7,不及格,302.0,3
461,48,13,第一学期,2024-2025,45.3,89.6,76.9,70.6,中等,303.0,3
462,48,2,第一学期,2024-2025,84.3,52.9,65.2,67.5,及格,294.0,3
463,49,3,第一学期,2024-2025,77.8,48.9,96.7,74.5,中等,30.0,3
464,49,7,第一学期,2023-2024,87.1,88.8,88.1,88.0,良好,419.0,3
465,49,1,第二学期,2024-2025,54.9,63.4,65.2,61.2,及格,158.0,3
466,49,4,第一学期,2024-2025,82.4,92.7,64.6,79.9,中等,372.0,3
467,49,10,第一学期,2024-2025,73.0,58.3,66.0,65.8,及格,298.0,3
468,49,13,第二学期,2023-2024,64.9,53.4,91.8,70.0,中等,386.0,3
469,49,2,第一学期,2024-2025,87.0,,82.1,73.5,中等,34.0,3
470,49,6,第二学期,2023-2024,52.8,82.0,85.0,73.3,中等,409.0,3
471,49,11,第二学期,2023-2024,65.4,62.4,53.9,60.6,及格,17.0,3
472,50,8,第一学期,2023-2024,93.1,51.1,74.9,73.0,中等,130.0,3
473,50,1,第二学期,2023-2024,83.8,74.1,60.5,72.8,中等,56.0,3
474,50,2,第二学期,2024-2025,69.7,93.2,95.1,86.0,良好,140.0,3
475,50,3,第一学期,2023-2024,52.0,63.8,57.9,57.9,不及格,8.0,3
476,50,12,第一学期,2024-2025,95.4,,98.1,86.1,良好,78.0,3
477,50,5,第二学期,2024-2025,84.8,52.4,87.2,74.8,中等,152.0,3
478,50,10,第一学期,2024-2025,89.0,82.2,68.8,80.0,良好,417.0,3
479,50,6,第二学期,2023-2024,49.1,53.1,82.0,61.4,及格,265.0,3
480,50,7,第二学期,2023-2024,58.6,76.8,90.7,75.4,中等,172.0,3
481,50,4,第二学期,2023-2024,71.3,86.4,64.1,73.9,中等,167.0,3
482,51,1,第一学期,2024-2025,85.1,49.3,63.3,65.9,及格,476.0,3
483,51,13,第二学期,2023-2024,54.0,71.7,59.6,61.8,及格,15.0,3
484,51,11,第一学期,2023-2024,80.6,76.2,98.8,85.2,良好,117.0,3
485,51,3,第二学期,2023-2024,97.7,50.0,74.8,74.2,中等,475.0,3
486,51,9,第二学期,2024-2025,70.8,88.7,77.9,79.1,中等,212.0,3
487,51,8,第二学期,2023-2024,82.7,46.2,95.6,74.8,中等,207.0,3
488,51,7,第二学期,2024-2025,93.1,55.1,60.3,69.5,及格,260.0,3
489,51,4,第二学期,2023-2024,66.8,45.4,62.7,58.3,不及格,241.0,3
490,51,2,第一学期,2024-2025,45.5,48.6,93.4,62.5,及格,216.0,3
491,51,12,第一学期,2024-2025,74.9,70.3,80.0,75.1,中等,185.0,3
492,51,5,第一学期,2023-2024,64.4,79.9,76.2,73.5,中等,238.0,3
493,51,10,第一学期,2023-2024,97.1,65.2,97.5,86.6,良好,238.0,3
494,52,11,第一学期,2023-2024,52.4,92.4,50.1,65.0,及格,499.0,3
495,52,10,第二学期,2023-2024,73.8,64.7,63.9,67.5,及格,129.0,3
496,52,12,第一学期,2023-2024,74.0,51.9,55.3,60.4,及格,434.0,3
497,52,6,第二学期,2024-2025,84.7,73.8,52.8,70.4,中等,,3
498,52,9,第二学期,2024-2025,80.3,93.8,88.6,87.6,良好,481.0,3
499,52,7,第一学期,2023-2024,66.0,,52.2,70.5,中等,427.0,3
500,52,4,第一学期,2023-2024,61.6,83.6,,77.5,中等,124.0,3
501,52,5,第一学期,2023-2024,52.5,75.4,93.6,73.8,,401.0,3
502,52,2,第二学期,2023-2024,59.1,81.0,72.6,70.9,中等,46.0,3
503,52,3,第一学期,2023-2024,84.8,88.9,59.8,77.8,中等,92.0,3
504,52,13,第一学期,2024-2025,53.5,52.7,73.5,59.9,不及格,69.0,3
505,53,4,第一学期,2023-2024,60.9,78.5,57.8,65.7,及格,420.0,3
506,53,12,第一学期,2023-2024,61.0,86.5,65.7,71.1,中等,314.0,3
507,53,13,第二学期,2024-2025,,49.5,54.0,59.0,不及格,127.0,3
508,53,5,第一学期,2023-2024,55.5,67.0,93.7,72.1,中等,339.0,3
509,53,8,第二学期,2023-2024,81.4,71.1,99.6,84.0,良好,15.0,3
510,53,3,第二学期,2023-2024,71.8,88.1,65.5,75.1,中等,64.0,3
511,53,6,第一学期,2023-2024,90.6,66.5,90.7,82.6,良好,234.0,3
512,53,1,第一学期,2023-2024,69.7,78.5,53.4,67.2,及格,378.0,3
513,53,2,第二学期,2023-2024,64.9,66.7,80.3,70.6,中等,419.0,3
514,53,10,第二学期,2023-2024,47.5,93.9,62.3,67.9,及格,170.0,3
515,53,9,第一学期,2023-2024,47.3,96.0,60.3,67.9,及格,237.0,3
516,53,7,第一学期,2024-2025,55.4,97.8,59.1,70.8,中等,484.0,3
517,54,12,第一学期,2024-2025,97.6,63.6,80.4,80.5,良好,,3
518,54,13,第二学期,2023-2024,,81.3,65.6,72.3,中等,77.0,3
519,54,7,第一学期,2023-2024,55.0,58.7,67.2,60.3,及格,116.0,3
520,54,2,第一学期,2024-2025,64.9,89.8,76.3,77.0,,478.0,3
521,54,3,第一学期,2023-2024,54.2,86.6,78.4,73.1,中等,,3
522,54,1,第一学期,2024-2025,50.3,74.3,65.6,63.4,及格,316.0,3
523,54,4,第一学期,2023-2024,59.6,70.7,54.5,61.6,及格,491.0,3
524,54,6,第二学期,2023-2024,79.7,62.9,,77.1,中等,105.0,3
525,54,9,第一学期,2023-2024,49.9,87.5,82.6,73.3,中等,444.0,3
526,54,8,第一学期,2024-2025,79.7,93.6,70.2,81.2,良好,100.0,3
527,54,11,第二学期,2024-2025,45.5,,51.5,52.4,,436.0,3
528,54,5,第一学期,2023-2024,72.6,74.3,89.1,78.7,中等,1.0,3
529,55,6,第二学期,2024-2025,96.3,76.6,81.3,84.7,良好,100.0,3
530,55,10,第二学期,2024-2025,95.4,,79.3,83.3,良好,223.0,3
531,55,11,第二学期,2023-2024,,93.6,90.6,90.3,优秀,217.0,3
532,55,5,第一学期,2023-2024,46.3,81.4,60.3,62.7,及格,381.0,3
533,55,3,第一学期,2023-2024,49.4,84.2,75.2,69.6,及格,396.0,3
534,55,13,第一学期,2024-2025,53.4,,55.9,67.2,及格,296.0,3
535,55,7,第一学期,2024-2025,62.4,49.8,64.4,58.9,不及格,,3
536,55,9,第一学期,2023-2024,,97.6,77.7,90.0,优秀,,3
537,55,4,第一学期,2024-2025,91.3,65.0,,69.9,及格,204.0,3
538,55,2,第二学期,2023-2024,67.1,97.9,71.1,78.7,中等,242.0,3
539,55,1,第二学期,2024-2025,70.5,78.1,67.0,71.9,中等,30.0,3
540,56,2,第二学期,2024-2025,,65.2,92.1,77.1,中等,183.0,3
541,56,12,第二学期,2023-2024,71.8,,87.6,76.1,中等,165.0,3
542,56,9,第二学期,2023-2024,59.6,87.1,,66.5,,10.0,3
543,56,5,第一学期,2024-2025,62.7,60.9,78.2,67.3,及格,174.0,3
544,56,10,第一学期,2024-2025,74.7,81.6,53.8,70.0,中等,279.0,3
545,56,3,第一学期,2023-2024,90.2,86.2,85.5,87.3,良好,153.0,3
546,56,4,第一学期,2024-2025,71.2,79.7,86.6,79.2,中等,383.0,3
547,56,6,第一学期,2023-2024,65.8,91.0,90.8,82.5,良好,26.0,3
548,56,7,第二学期,2023-2024,54.2,97.8,71.2,74.4,中等,341.0,3
549,56,8,第二学期,2023-2024,72.2,62.8,,64.5,及格,184.0,3
550,57,9,第一学期,2023-2024,69.1,73.2,87.3,76.5,中等,445.0,3
551,57,13,第二学期,2024-2025,69.0,56.2,95.2,73.5,中等,5.0,3
552,57,11,第二学期,2024-2025,79.6,,58.8,74.2,中等,398.0,3
553,57,7,第一学期,2024-2025,83.4,58.8,74.9,72.4,中等,128.0,3
554,57,3,第二学期,2024-2025,80.5,92.6,96.8,90.0,优秀,64.0,3
555,57,2,第一学期,2023-2024,64.9,79.3,96.4,80.2,良好,394.0,3
556,57,8,第一学期,2023-2024,61.3,78.7,,69.0,及格,202.0,3
557,57,4,第二学期,2024-2025,84.5,60.6,84.3,76.5,中等,174.0,3
558,57,5,第一学期,2024-2025,68.3,72.0,62.8,67.7,及格,13.0,3
559,58,5,第二学期,2024-2025,84.8,75.7,51.2,70.6,中等,416.0,3
560,58,13,第一学期,2023-2024,46.1,92.0,53.7,63.9,及格,199.0,3
561,58,10,第一学期,2024-2025,71.6,83.7,88.8,81.4,良好,288.0,3
562,58,6,第二学期,2023-2024,56.8,57.6,61.2,58.5,不及格,479.0,3
563,58,7,第二学期,2023-2024,49.7,61.8,80.1,63.9,及格,362.0,3
564,58,3,第一学期,2023-2024,54.0,93.8,60.0,69.3,及格,64.0,3
565,58,9,第二学期,2024-2025,51.1,68.6,67.6,62.4,及格,337.0,3
566,58,11,第一学期,2023-2024,74.9,62.6,63.4,67.0,及格,9.0,3
567,58,1,第二学期,2024-2025,97.7,53.5,93.3,81.5,良好,172.0,3
568,58,2,第一学期,2024-2025,79.0,52.9,99.2,77.0,中等,8.0,3
569,58,4,第二学期,2023-2024,69.5,61.3,66.0,65.6,及格,95.0,3
570,59,9,第二学期,2023-2024,88.1,,80.8,78.9,中等,91.0,3
571,59,10,第一学期,2024-2025,85.1,94.6,74.2,84.6,良好,52.0,3
572,59,5,第二学期,2023-2024,84.5,94.4,80.6,86.5,良好,212.0,3
573,59,8,第一学期,2024-2025,72.7,72.8,93.3,79.6,中等,57.0,3
574,59,7,第一学期,2024-2025,53.8,56.8,93.2,67.9,及格,,3
575,59,12,第一学期,2023-2024,55.9,48.1,75.5,59.8,不及格,211.0,3
576,59,13,第二学期,2023-2024,57.8,56.9,92.2,69.0,及格,19.0,3
577,59,2,第二学期,2024-2025,63.1,71.0,50.2,61.4,及格,75.0,3
578,59,3,第一学期,2023-2024,97.4,90.1,86.7,91.4,优秀,115.0,3
579,59,4,第二学期,2024-2025,59.8,62.9,51.3,58.0,不及格,1.0,3
580,60,12,第二学期,2023-2024,68.7,59.8,94.6,74.4,中等,400.0,3
581,60,9,第二学期,2023-2024,50.7,59.2,94.4,68.1,及格,314.0,3
582,60,8,第二学期,2024-2025,68.8,84.6,82.7,78.7,,27.0,3
583,60,6,第一学期,2024-2025,53.0,50.5,64.0,55.8,不及格,395.0,3
584,60,1,第一学期,2024-2025,96.3,65.0,62.4,74.6,中等,310.0,3
585,60,13,第二学期,2024-2025,52.2,57.0,50.2,53.1,不及格,428.0,3
586,60,10,第一学期,2023-2024,89.6,54.1,53.1,65.6,及格,308.0,3
587,60,2,第二学期,2024-2025,68.1,47.3,75.4,63.6,及格,406.0,3
588,61,9,第二学期,2024-2025,85.9,96.9,67.7,83.5,良好,348.0,3
589,61,5,第一学期,2024-2025,92.0,51.8,79.7,74.5,中等,68.0,3
590,61,6,第一学期,2023-2024,97.2,95.9,76.2,89.8,良好,371.0,3
591,61,1,第二学期,2024-2025,92.1,60.1,86.3,79.5,中等,11.0,3
592,61,7,第二学期,2024-2025,91.7,,82.3,85.5,良好,421.0,3
593,61,2,第二学期,2023-2024,65.0,68.1,50.7,61.3,及格,66.0,3
594,61,3,第二学期,2023-2024,60.0,72.5,62.6,65.0,及格,385.0,3
595,61,11,第二学期,2023-2024,66.2,48.4,97.8,70.8,中等,26.0,3
596,61,12,第二学期,2024-2025,67.1,78.8,76.1,74.0,中等,377.0,3
597,61,8,第二学期,2024-2025,48.8,63.3,,67.5,及格,31.0,3
598,61,13,第二学期,2023-2024,82.5,87.2,89.7,86.5,良好,80.0,3
599,61,10,第二学期,2024-2025,,46.5,62.6,56.3,不及格,395.0,3
600,62,4,第二学期,2024-2025,90.0,59.0,77.5,75.5,中等,391.0,3
601,62,2,第一学期,2024-2025,81.9,58.7,51.6,64.1,及格,315.0,3
602,62,8,第二学期,2024-2025,50.5,55.4,77.7,61.2,及格,150.0,3
603,62,5,第二学期,2024-2025,59.0,63.5,76.7,66.4,及格,463.0,3
604,62,6,第一学期,2024-2025,87.5,46.8,84.9,73.1,中等,121.0,3
605,62,7,第二学期,2023-2024,83.0,56.6,,76.0,中等,193.0,3
606,62,3,第一学期,2024-2025,58.7,49.0,68.4,58.7,不及格,92.0,3
607,62,12,第一学期,2023-2024,60.2,,91.5,81.8,良好,160.0,3
608,62,11,第二学期,2024-2025,59.0,56.2,54.5,56.6,不及格,119.0,3
609,62,1,第二学期,2024-2025,55.9,52.7,99.8,69.5,及格,497.0,3
610,62,13,第二学期,2023-2024,94.5,53.4,72.4,73.4,中等,125.0,3
611,62,10,第二学期,2023-2024,86.5,88.9,57.2,77.5,中等,119.0,3
612,63,12,第一学期,2024-2025,94.1,75.1,74.1,81.1,良好,246.0,3
613,63,2,第一学期,2023-2024,48.9,97.1,51.8,65.9,及格,19.0,3
614,63,9,第一学期,2024-2025,82.2,51.5,76.4,70.0,中等,88.0,3
615,63,4,第一学期,2024-2025,93.5,92.7,88.9,91.7,,332.0,3
616,63,8,第一学期,2023-2024,86.9,69.5,81.0,79.1,,487.0,3
617,63,7,第二学期,2023-2024,57.4,96.0,56.2,69.9,及格,106.0,3
618,63,6,第二学期,2023-2024,55.4,55.9,50.3,53.9,不及格,191.0,3
619,63,3,第一学期,2024-2025,52.0,81.5,73.6,69.0,及格,101.0,3
620,63,11,第一学期,2024-2025,65.1,88.2,68.7,74.0,中等,153.0,3
621,63,13,第一学期,2023-2024,46.6,80.3,81.9,69.6,及格,198.0,3
622,63,5,第二学期,2023-2024,49.7,62.9,51.4,54.7,不及格,445.0,3
623,64,1,第一学期,2024-2025,90.6,70.0,70.5,77.0,中等,453.0,3
624,64,10,第一学期,2023-2024,73.1,54.7,99.6,75.8,中等,404.0,3
625,64,6,第一学期,2023-2024,46.2,59.5,79.7,61.8,及格,342.0,3
626,64,12,第二学期,2023-2024,69.6,88.0,58.9,72.2,中等,32.0,3
627,64,4,第一学期,2024-2025,62.2,59.9,87.6,69.9,及格,269.0,3
628,64,11,第二学期,2024-2025,96.2,81.6,88.9,88.9,良好,248.0,3
629,64,8,第二学期,2023-2024,52.2,,72.9,62.6,及格,243.0,3
630,64,13,第二学期,2023-2024,82.9,87.2,72.4,80.8,良好,22.0,3
631,64,5,第二学期,2023-2024,56.5,92.7,81.8,77.0,中等,431.0,3
632,65,12,第二学期,2024-2025,49.4,58.1,92.4,66.6,及格,98.0,3
633,65,11,第二学期,2023-2024,88.2,70.9,96.7,85.3,良好,91.0,3
634,65,7,第二学期,2024-2025,92.8,95.5,80.1,89.5,良好,336.0,3
635,65,2,第二学期,2023-2024,,93.4,60.5,75.8,中等,404.0,3
636,65,3,第一学期,2023-2024,47.3,95.5,79.5,74.1,中等,231.0,3
637,65,9,第一学期,2023-2024,,82.7,78.9,77.5,中等,295.0,3
638,65,5,第一学期,2023-2024,77.1,62.9,63.2,67.7,及格,59.0,3
639,65,4,第一学期,2023-2024,68.0,58.3,93.6,73.3,中等,35.0,3
640,65,13,第一学期,2024-2025,51.4,97.1,60.8,69.8,及格,145.0,3
641,65,8,第二学期,2024-2025,50.9,52.5,51.8,51.7,不及格,72.0,3
642,65,6,第一学期,2024-2025,65.1,89.7,50.3,68.4,及格,194.0,3
643,66,1,第一学期,2023-2024,63.8,52.1,83.2,66.4,及格,158.0,3
644,66,6,第二学期,2023-2024,88.5,80.8,87.9,85.7,良好,42.0,3
645,66,9,第一学期,2023-2024,88.5,73.9,55.4,72.6,中等,126.0,3
646,66,10,第一学期,2023-2024,75.0,77.3,81.2,77.8,中等,384.0,3
647,66,3,第一学期,2023-2024,82.1,73.0,99.8,85.0,,94.0,3
648,66,12,第一学期,2024-2025,62.4,67.2,55.6,61.7,及格,373.0,3
649,66,5,第一学期,2024-2025,77.0,55.4,93.9,75.4,中等,57.0,3
650,66,8,第一学期,2023-2024,74.2,56.6,71.4,67.4,及格,280.0,3
651,66,2,第二学期,2023-2024,69.9,86.2,63.6,73.2,中等,223.0,3
652,66,7,第二学期,2023-2024,97.0,54.7,91.3,81.0,良好,97.0,3
653,66,13,第二学期,2023-2024,81.9,58.7,94.9,78.5,中等,495.0,3
654,66,4,第一学期,2023-2024,87.8,89.8,51.0,76.2,中等,449.0,3
655,67,5,第二学期,2023-2024,66.7,45.2,76.4,62.8,及格,435.0,3
656,67,1,第二学期,2023-2024,,60.0,72.3,67.9,及格,210.0,3
657,67,8,第一学期,2023-2024,74.2,74.4,56.9,68.5,及格,234.0,3
658,67,12,第二学期,2023-2024,63.3,51.7,56.1,57.0,不及格,154.0,3
659,67,2,第二学期,2023-2024,45.9,56.7,80.3,61.0,及格,,3
660,67,7,第二学期,2023-2024,50.8,89.9,80.1,73.6,中等,408.0,3
661,67,6,第二学期,2024-2025,85.4,59.5,99.0,81.3,良好,205.0,3
662,67,3,第一学期,2023-2024,70.2,90.9,64.8,75.3,中等,349.0,3
663,67,11,第一学期,2023-2024,83.0,60.2,,74.6,中等,208.0,3
664,67,10,第二学期,2023-2024,,92.9,56.6,74.1,中等,374.0,3
665,67,4,第二学期,2024-2025,87.1,,63.5,76.5,中等,193.0,3
666,67,9,第二学期,2023-2024,73.8,51.7,62.6,62.7,及格,,3
667,68,11,第二学期,2024-2025,60.2,69.7,57.5,62.5,及格,379.0,3
668,68,1,第一学期,2024-2025,71.4,62.6,95.6,76.5,中等,17.0,3
669,68,6,第一学期,2023-2024,46.3,72.5,66.2,61.7,及格,240.0,3
